kota_raw,kota,rumah_sakit,nomor_telpon,nama_dokter,spesialis_raw,spesialis_standar,subspesialis_raw,subspesialis_standar,non_spesialis_raw,sumber_data
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Emilia Setyaadmadja, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Ferica Valentine Kuhuwael, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Frandy Susatia, SpS, RVT",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Friens August Sinaga, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Jakarta Barat,Jakarta Barat,Siloam Hospitals Kebon Jeruk,-,"dr. Gampo Alam Irdam, SpU (K)",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Bela Mayvani Rachman, SpBA",Spesialis Bedah Anak (Sp.BA),Spesialis Bedah (Sp.B),-,Subspesialis Bedah Anak (Sp.BA),-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Budyantoro Dwi Atmono, SpOG (K)",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Cosmas Hascaryanto Kunhermawan, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Debora Pratita Acchedya, M.Biomed, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Elfan Moeljono, SpJP, FIHA (K)",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Firdaos Joko Pangarso, M.Kes, SpPD-KGEH, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Jember,Kabupaten Jember,Siloam Hospitals Jember,-,"dr. Forman Yustesy Sitinjak, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Andri Budiman, SpPD, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Ardiansyah Periadi Sitompul, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Benny Hartono, Sp.B, FINACS, FICS, AIFO-K",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Bobby Pardomuan Sitompul, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Caesar Nurfiansyah, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Desi Primayani, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Evi Supriadi, SpJP (K), FIHA, M.Ked",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Frans Ferdinansyah, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Jambi,Kota Jambi,Siloam Hospitals Jambi,-,"dr. Friska Gurning, SpKJ",Spesialis Kedokteran Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kota Bau-Bau,Kota Bau-Bau,Siloam Hospitals Buton,-,"dr. Abdul Wahab Rasyid, SpBS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bau-Bau,Kota Bau-Bau,Siloam Hospitals Buton,-,"dr. A. Zuljumadi Adma, SpN",Spesialis Saraf (Sp.N),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kota Bau-Bau,Kota Bau-Bau,Siloam Hospitals Buton,-,"dr. Daniel Budiono, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Bau-Bau,Kota Bau-Bau,Siloam Hospitals Buton,-,"dr. Erni Murdaningsih, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. Bonny Murizky, Sp.T.H.T.B.K.L","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. David Marcellis, SpB, FICS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. Desak Gede Arie Yudhantari, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. Edward Syah, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. Elsina Pietersz, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Bogor,Kota Bogor,Siloam Hospitals Bogor,-,"dr. Franciscus Assisi Timmy Budi Yudhantara, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Timur,-,"dr. Aladin Sampara Johan, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Timur,-,"dr. Alvin Abrar Harahap, SpBS",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Timur,-,"dr. Christopher Warouw, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Timur,-,"dr. Floryanti, SpRad",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Albertus Daniel, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Andriana Daud Laratu, SpRad",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Atar Trengginas Asmarantaka, SpOT",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Budhi Imansyah, SpP",Spesialis Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Christi Ervina Hartanto, SpKFR",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Dwiki Haryo Indrawan, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Bekasi,Kota Bekasi,Siloam Hospitals Bekasi Sepanjang Jaya,-,"dr. Ferdy Azman, SpTHT-KL",Spesialis Telinga Hidung Tenggorokan (Sp.THT),"Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Anastasia Tjan, SpRad",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Astarini Hidayah, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Ati Rahmipurwandari, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Ayudiah Puspita Mayasari, SpP",Spesialis Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Budiyanto, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Dinarsari Hayuning Putri, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,Dr. dr. Dharma PTR Maluegha SpBP-RE (K)-Wound,Spesialis Bedah Plastik (Sp.BP),Spesialis Bedah Plastik (Sp.BP),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"Dr. dr. Husna Dharma Putera, M.Si., SpOT (K)",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Enrico Hervianto, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Banjarmasin,Kota Banjarmasin,Siloam Hospitals Banjarmasin,-,"dr. Ferry Chandra Satriawan, SpBS",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Andra Vernandi, Sp.N, FINA",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Arif Sangjaya, SpOG, M.Kes",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Dwi Asep Rianto Fani, SpS, FIN",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Eka Rahmadini HS, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Elius Tua Butarbutar, SpRad",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Emilia Kodir, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Ester Sucyanti, SpRad, M.Sc",Spesialis Radiologi (Sp.Rad),Spesialis Radiologi (Sp.Rad),-,-,-,stella_maris_makassar_csv
Kabupaten Bangka Tengah,Kabupaten Bangka Tengah,Siloam Hospitals Bangka Belitung,-,"dr. Fitria Sartika, SpDVE",Spesialis Duktus Vena (Sp.DVE),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Agnes Imelda Imanuel, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Agung Purnomo, SpAn",Spesialis Anestesiologi (Sp.An-TI),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Alvarez Zefanya Moningka, SpOT",Spesialis Bedah Orthopedi (Sp.OT),Spesialis Orthopaedi dan Traumatologi (Sp.OT),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Andi Hasnawati, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Arie Wibisono, SpBP-RE",Spesialis Bedah Plastik dan Rekonstruksi (Sp.BP),Spesialis Bedah Plastik (Sp.BP),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Benny Winata, SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Benny Yafet Lalompoh, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Daniel Susatyo Wirawan, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"Dr. dr. Eveline, SpBS",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Duddy Setia Nugraha, M. Ked. Klin., SpAn",Spesialis Anestesi (Sp.An),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Eka Seprianti, SpAn-KIC",Spesialis Anestesi (Sp.An),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Elvis Deddy Kurniawan P, SpB (K) Onk",Spesialis Bedah Onkologi (Sp.B.Onk),Spesialis Bedah (Sp.B),Spesialis Bedah Onkologi (Sp.B.Onk),Subspesialis Bedah Onkologi,-,stella_maris_makassar_csv
Kota Balikpapan,Kota Balikpapan,Siloam Hospitals Balikpapan,-,"dr. Esther Felicita Tambayong, SpB",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Ani Shofawati, SpKK",Spesialis Kulit dan Kelamin (Sp.KK),Spesialis Kulit dan Kelamin (Sp.KK),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Antonio Alwin, SpGK",Spesialis Gizi Klinik (Sp.GK),Spesialis Gizi Klinik (Sp.GK),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Dave Anderson, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Diani Adrina, SpGK",Spesialis Gizi Klinik (Sp.GK),Spesialis Gizi Klinik (Sp.GK),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Donna Octaviani, SpN, FIN",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"Dr. dr. Ronny Setiawan, SpBS, FINPS",Spesialis Bedah Saraf (Sp.BS),Spesialis Bedah Saraf (Sp.BS),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Edvina, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,Siloam Hospitals ASRI,-,"dr. Estie Puspitasari, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Alex Ranuseto, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Andy, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Cokorda Istri Arintha Devi, SpAn",Spesialis Anestesiologi (Sp.An-TI),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Daniel Siegers, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. David Santoso Tjoei, SpKJ, MARS",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Dian Qisthi, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Elizabeth Joan Salim, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kota Ambon,Kota Ambon,Siloam Hospitals Ambon,-,"dr. Enseline Nikijuluw, SpS",Spesialis Saraf (Sp.S),Spesialis Saraf (Sp.S),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Alfianto Martin, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Anastasia Ratnawati Biromo, SpKJ",Spesialis Kesehatan Jiwa (Sp.KJ),Spesialis Psikiatri (SpKJ),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Anita Ratnawati, SpKFR (K)",Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Arman Djajakuslie, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Citra Dewi, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Jakarta Pusat,Jakarta Pusat,Siloam Hospitals Agora Cempaka Putih,-,"dr. Faisal Syarifuddin, SpPD-KHOM, FINASIM",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Anindita Suputri, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Cahyanto Wahyu Hutomo, SpM",Spesialis Mata (Sp.M),Spesialis Mata (Sp.M),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Danu Lestariyanto, SpOG",Spesialis Obstetri dan Ginekologi (Sp.OG),Spesialis Obstetri dan Ginekologi (Sp.OG),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Dimarzsiana Dara Sjahruddin, M. Ked.Klin, SpA",Spesialis Anak (Sp.A),Spesialis Anak (Sp.A),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Dudy Disyadi Nurkusuma, SpB (FICS), MSiMed, MMR",Spesialis Bedah (Sp.B),Spesialis Bedah (Sp.B),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Em Iqrar Bayu, SpAn",Spesialis Anestesi (Sp.An),Spesialis Anestesiologi (Sp.An-TI),-,-,-,stella_maris_makassar_csv
Kabupaten Magelang,Kabupaten Magelang,RSU Syubbanul Wathon,-,"dr. Firman Kusuma Atmaja, SpP",Spesialis Penyakit Paru (Sp.P),Spesialis Penyakit Paru (Sp.P),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Arie Rozzaqi Nurrafiani, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Asmoko Resta Permana, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Bernard Partogu, SpU",Spesialis Urologi (Sp.U),Spesialis Urologi (SpU),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Doni Friadi, SpJP (K), FIHA",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Eddy Sunaryuniarto, SpJP (K), FIHA",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Edward S. P Sembiring, SpTHT-BKL",Spesialis Telinga Hidung Tenggorokan (Sp.THT),"Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Elisabet Augustina, SpKFR",Spesialis Kedokteran Fisik dan Rehabilitasi,Spesialis Kedokteran Fisik & Rehabilitasi Medik (SpKFR),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Faradiesa Addiena, SpPD",Spesialis Penyakit Dalam (Sp.PD),Spesialis Penyakit Dalam (Sp.PD),-,-,-,stella_maris_makassar_csv
Kota Depok,Kota Depok,RS Jantung Diagram Cinere,-,"dr. Fauzi Akira Nugraha, SpJP",Spesialis Jantung dan Pembuluh Darah (Sp.JP),Spesialis Jantung dan Pembuluh Darah (Sp.JP),-,-,-,stella_maris_makassar_csv
Jakarta Selatan,Jakarta Selatan,MRCCC Siloam Hospitals Semanggi,-,"dr. Agieta Zulkifli, SpTHT-KL","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)","Spesialis Telinga, Hidung, dan Tenggorokan (Sp.THT-KL)",-,-,-,stella_maris_makassar_csv
